nome;descricao;categoria;texto;categoria_genai;validacao_categoria
 Acabamento Para Degrau De Escada - Cantoneira L Em Aluminio ;Cantoneira L P/ Acabamento de Degrau cor.: Aluminio NaturalDimensões: 14mm x 34mm x 1,00ml Beneficio do FRETE GRÁTIS nas compra de 14 unidades ou mais.-A Contoneira Metallica em L é utilizada para dar acabamentos em degraus de escada e quinas, seu uso não é restrito apenas a pisos laminados e vinílicos, podendo ser utilizada também em pisos cerâmicos, epóxi e cimenticos.-Seu uso ajuda a manter a vida útil do piso, pois a cantoneira protege a área mais frágil e exposta.Obs.: A fixação deste perfil deve ser realizada cola de contato ou silicone de alta aderencia. Cod.: 5904Peso: 90g;game;Acabamento Para Degrau De Escada - Cantoneira L Em Aluminio  Cantoneira L P/ Acabamento de Degrau cor.: Aluminio NaturalDimensões: 14mm x 34mm x 1,00ml Beneficio do FRETE GRÁTIS nas compra de 14 unidades ou mais.-A Contoneira Metallica em L é utilizada para dar acabamentos em degraus de escada e quinas, seu uso não é restrito apenas a pisos laminados e vinílicos, podendo ser utilizada também em pisos cerâmicos, epóxi e cimenticos.-Seu uso ajuda a manter a vida útil do piso, pois a cantoneira protege a área mais frágil e exposta.Obs.: A fixação deste perfil deve ser realizada cola de contato ou silicone de alta aderencia. Cod.: 5904Peso: 90g;fora_escopo;divergente
 Fifa 17 Ps3 Psn Envio Digital Imediato ;;game;Fifa 17 Ps3 Psn Envio Digital Imediato;game;correta
 Cílios Postiços Magnéticos ;"GEMBA STORE Conheça mais nosso produtos!https://lista.mercadolivre.com.br/_CustId_1906160Pronta Entrega Disponível no PretoDescriçãoOs Cílios Postiços Magnéticos utilizam 3 micro imãs para se conectarem entre seus cílios naturais. A aplicação é super fácil e livre de cola. Não irrita os olhos nem danificam os cílios naturais. Possuem comprimento longo e volumoso, sem o efeito de ""cílios falsos"". Os Cílios Postiços Magnéticos são reutilizáveis.Modo de Usar:1. Posicione a parte superior do cílio magnético acima dos seus cílios naturais.2. Aproxime com cuidado a parte inferior, abaixo dos seus cílios naturais, para que o magnetismo una as duas partes. Atenção: Para que o cílio superior não se mova no processo, coloque um dedo sobre ele.3. Assim que as duas partes estiverem conectadas, você já estará com os cílios.Para Remover:Basta segurar as duas partes juntas e puxar para frente. As duas partes sairão unidas. Separe-as e guarde de volta na embalagem.Importante:• Para retirada dos cílios: Puxe os dois para frente, juntos. Depois de retirar deslize para o lado para separar os imãs! Não puxe eles um contra o outro ou segure o cílio de baixo e arraste o cílio de cima para o lado, assim retirando sem puxar.• Não aplique rímel nos cílios magnéticos• Kit contém 2 pares de cílios Segue link de um video de como colocar.https://www.youtube.com/watch?v=vK2pLdVUjzU";maquiagem;"Cílios Postiços Magnéticos  GEMBA STORE Conheça mais nosso produtos!https://lista.mercadolivre.com.br/_CustId_1906160Pronta Entrega Disponível no PretoDescriçãoOs Cílios Postiços Magnéticos utilizam 3 micro imãs para se conectarem entre seus cílios naturais. A aplicação é super fácil e livre de cola. Não irrita os olhos nem danificam os cílios naturais. Possuem comprimento longo e volumoso, sem o efeito de ""cílios falsos"". Os Cílios Postiços Magnéticos são reutilizáveis.Modo de Usar:1. Posicione a parte superior do cílio magnético acima dos seus cílios naturais.2. Aproxime com cuidado a parte inferior, abaixo dos seus cílios naturais, para que o magnetismo una as duas partes. Atenção: Para que o cílio superior não se mova no processo, coloque um dedo sobre ele.3. Assim que as duas partes estiverem conectadas, você já estará com os cílios.Para Remover:Basta segurar as duas partes juntas e puxar para frente. As duas partes sairão unidas. Separe-as e guarde de volta na embalagem.Importante:• Para retirada dos cílios: Puxe os dois para frente, juntos. Depois de retirar deslize para o lado para separar os imãs! Não puxe eles um contra o outro ou segure o cílio de baixo e arraste o cílio de cima para o lado, assim retirando sem puxar.• Não aplique rímel nos cílios magnéticos• Kit contém 2 pares de cílios Segue link de um video de como colocar.https://www.youtube.com/watch?v=vK2pLdVUjzU";maquiagem;correta
 Lego Marvel Super Heroes Psn Ps3 Jogo Envio Imediato Promoçã ;"Nome do jogo: Lego Marvel Super Heroes Console: Playstation 3Dublagem: INGLÊSLegendas: PORTUGUÊSTamanho: 7,5 GBJogo digital original direto da Psn store!Não há envio de DVD ou BLU-RAY, Jogo DIGITAL com ENTREGA através do campo de MENSAGENS.Envio instruções detalhadas após a compra.Não é preciso pagar FRETE.No ato da compra escolha a opção ""Retirar no endereço do vendedor"" ou ""Envio a combinar"".A comercialização desse produto segue as leis vigentes e as normas que regem o mesmo, bem como termos e política do Mercado Livre.Atendimento das 10hs ás 22hs, fora deste horário pergunte se estamos online, se sim enviamos na hora.";game;"Lego Marvel Super Heroes Psn Ps3 Jogo Envio Imediato Promoçã  Nome do jogo: Lego Marvel Super Heroes Console: Playstation 3Dublagem: INGLÊSLegendas: PORTUGUÊSTamanho: 7,5 GBJogo digital original direto da Psn store!Não há envio de DVD ou BLU-RAY, Jogo DIGITAL com ENTREGA através do campo de MENSAGENS.Envio instruções detalhadas após a compra.Não é preciso pagar FRETE.No ato da compra escolha a opção ""Retirar no endereço do vendedor"" ou ""Envio a combinar"".A comercialização desse produto segue as leis vigentes e as normas que regem o mesmo, bem como termos e política do Mercado Livre.Atendimento das 10hs ás 22hs, fora deste horário pergunte se estamos online, se sim enviamos na hora.";game;correta
 Goku Super Sayajim 3 Son  Vs Vegeta Dragon Ball Z ;;brinquedo;Goku Super Sayajim 3 Son  Vs Vegeta Dragon Ball Z;brinquedo;correta
 Paleta De Sombras 18 Cores Com Primer Ruby Rose 1un Consulte ;;maquiagem;Paleta De Sombras 18 Cores Com Primer Ruby Rose 1un Consulte;maquiagem;correta
 Harry Potter Metals Nano Castelo Torre Grifinória - Jada ;Como parte da coleção Nano MetalFigs, a Jada está introduzindo o Nano Scenes. Cada cena Nano vem com duas figuras exclusivas e características que fazem deste diorama detalhado uma das formas mais autênticas e imaginativas para exibir sua coleção de figuras. Para os fãs de Harry Potter, temos a cena de Nano da Torre Grifinória mostrada aqui. Ele vem com figuras exclusivas de Harry Potter e Professor Snape, uma entrada escondida atrás da pintura do segundo andar, uma porta para o Elfos da Casa e um pacote de adesivos para obter detalhes adicionais.Produto novo, lacrado, a pronta entrega e original DTC !!!!INFORMAÇÕES TÉCNICASConteúdo embalagem: 20 peças, 1 cartela de adesivos e 2 figurasIdade recomendada: Acima de 8 anosMaterial: Plástico e metalTamanho aproximado: 30 cmAltura aproximada dos bonecos: 4,5 cmAPROVADO PELO INMETROENVIO O PRODUTO NO DIA SEGUINTE A CONFIRMAÇÃO DO PAGAMENTO E INFORMO O CÓDIGO DE RASTREAMENTO JUNTO AOS CORREIOS.FIQUE A VONTADE PARA TIRAR TODAS AS DÚVIDAS.OBS: NÃO CLICK EM COMPRAR SE REALMENTE NÃO TIVER NENHUMA DÚVIDA, PARA QUE NÃO SEJA PENALIZADO.;brinquedo;Harry Potter Metals Nano Castelo Torre Grifinória - Jada  Como parte da coleção Nano MetalFigs, a Jada está introduzindo o Nano Scenes. Cada cena Nano vem com duas figuras exclusivas e características que fazem deste diorama detalhado uma das formas mais autênticas e imaginativas para exibir sua coleção de figuras. Para os fãs de Harry Potter, temos a cena de Nano da Torre Grifinória mostrada aqui. Ele vem com figuras exclusivas de Harry Potter e Professor Snape, uma entrada escondida atrás da pintura do segundo andar, uma porta para o Elfos da Casa e um pacote de adesivos para obter detalhes adicionais.Produto novo, lacrado, a pronta entrega e original DTC !!!!INFORMAÇÕES TÉCNICASConteúdo embalagem: 20 peças, 1 cartela de adesivos e 2 figurasIdade recomendada: Acima de 8 anosMaterial: Plástico e metalTamanho aproximado: 30 cmAltura aproximada dos bonecos: 4,5 cmAPROVADO PELO INMETROENVIO O PRODUTO NO DIA SEGUINTE A CONFIRMAÇÃO DO PAGAMENTO E INFORMO O CÓDIGO DE RASTREAMENTO JUNTO AOS CORREIOS.FIQUE A VONTADE PARA TIRAR TODAS AS DÚVIDAS.OBS: NÃO CLICK EM COMPRAR SE REALMENTE NÃO TIVER NENHUMA DÚVIDA, PARA QUE NÃO SEJA PENALIZADO.;brinquedo;correta
 Fifa 18 Ps3 2018 Digital Jogo Em Português Envio Imediato ;;game;Fifa 18 Ps3 2018 Digital Jogo Em Português Envio Imediato;game;correta
 Nba 2k18 - Ps3 - Código Psn - Envio Agora !! ;;game;Nba 2k18 - Ps3 - Código Psn - Envio Agora !!;game;correta
 Kit 10 Pincéis Sereia Pincel Profissional Unicórnio Pronta E ;Nara Make UpKit de 10 Pincéis SereiaPronta EntregaParcelamento sem juros. Material: Cerdas sintéticasProduto de alta qualidade, cerdas super macias! Nova tendência, muito utilizado por profissionais da área, blogueiras e fashionistas.;maquiagem;Kit 10 Pincéis Sereia Pincel Profissional Unicórnio Pronta E  Nara Make UpKit de 10 Pincéis SereiaPronta EntregaParcelamento sem juros. Material: Cerdas sintéticasProduto de alta qualidade, cerdas super macias! Nova tendência, muito utilizado por profissionais da área, blogueiras e fashionistas.;maquiagem;correta
 Paleta 120 Cores Colorida ;Esta paleta é composta por 120 cores de sombras  pigmentadas e vibrantes.A paleta inclui sombras matte (opacas) e sombras shimmer (brilhosas).  O produto não possue corantes, o que não irritará a pele mais sensível. É perfeito tanto para o uso profissional quanto para uso em casa.Portátil e fácil de usar.Conteudo: 1 Paleta 120 cores vibrantes  ;maquiagem;Paleta 120 Cores Colorida  Esta paleta é composta por 120 cores de sombras  pigmentadas e vibrantes.A paleta inclui sombras matte (opacas) e sombras shimmer (brilhosas).  O produto não possue corantes, o que não irritará a pele mais sensível. É perfeito tanto para o uso profissional quanto para uso em casa.Portátil e fácil de usar.Conteudo: 1 Paleta 120 cores vibrantes;maquiagem;correta
 Boneco Mulher Maravilha Flash Lanterna Verde Cyborg Aquaman ;Bonecos Articulados.;brinquedo;Boneco Mulher Maravilha Flash Lanterna Verde Cyborg Aquaman  Bonecos Articulados.;brinquedo;correta
 Grand Theft Auto V Gta 5 Em Portugues Midia Fisica Ps4 ;GTA 5: confira a análise da versão HD do game para e PS4GTA 5 entra com os dois pés na nova geração. Mais bonito, mais robusto e rodando muito mais liso, a Rockstar mostrou como se faz uma verdadeira versão GTA 5, o icônico game de mundo aberto da Rockstar, está de volta. Lançado na última terça-feira (18), a insana aventura de Franklin, Michael e Trevor respira pela primeira vez o ar da nova geração de consoles. Mas, será que vale a pena revisitar Los Santos após mais de um ano de jogadores. Confira agora as nossas impressões sobre a inédita versão.Confira os códigos e cheats para GTA 5 no PS3, PS4, Xbox One, Xbox 360 e PCsGTA 5 faz bonito no PS4 e Xbox One (Foto: Divulgação)Déjà vu em primeira pessoaO primeiro ano de vida do PlayStation 4 e Xbox One foi relativamente morno. Marcado por remakes e “versões definitivas” de títulos já conhecidos, podemos listar pouquíssimos exclusivos que justifiquem o “upgrade” das plataformas.Ao longo de 2014, muitas especulações surgiram a respeito de um possível GTA 5 “next-gen”. A partir do momento em que a Rockstar confirmou a nova versão, no mesmo instante, Grand Theft Auto 5 se tornou um dos jogos mais aguardados, ao lado de Far Cry 4, Dragon Age: Inquisition, Assassin’s Creed: Unity etc.Afinal, qual é o segredo do sucesso de GTA 5? Resumidamente, o game oferece opções variadas de diversão, uma intrigante história envolvendo três protagonistas com personalidades distintas e um modo multiplayer no melhor estilo MMO para consumir a sua vida. Na nova versão, temos todos os elementos que foram citados anteriormente, mas com algumas melhorias visuais significantes, além de conteúdos exclusivos.Modo em primeira pessoa torna a experiência mais imersiva (Foto: Reprodução/Victor Teixeira)Sem sombra de dúvida, a maior novidade ficou por conta do modo em primeira pessoa, no qual é possível se aventurar por Los Santos online e offline através de uma perspectiva diferenciada.Depois de longos anos jogando GTA em terceira pessoa, finalmente temos algo impactante para experimentar. Aliás, roubar carros, invadir estabelecimentos e dirigir alucinadamente pelo vasto mundo sem ver o próprio personagem nunca foi tão divertido.A sensação de déjà vu durante a jogatina existe, mas não se torna negativa quando sentida sob a ótica inédita. Afinal, os fãs da franquia nunca imaginaram ver os minuciosos detalhes de Los Santos e Blaine County tão de perto.No geral, o modo em primeira pessoa beira a perfeição, porém exige um certo tempo de adaptação. Quando se está a pé, o tiroteio flui magistralmente e, por incrível que pareça, até melhor do que famigerados jogos FPS da atualidade – é melhor não citar nomes. A mira automática, é claro, contribui para acelerar o processo de adequação à dinâmica.Pode parecer estranho no começo, mas é tudo uma questão de adaptação (Foto: Reprodução)O difícil mesmo é conduzir os veículos com precisão logo no primeiro contato com a inédita perspectiva. Em certos automóveis, o campo de visão fica limitado devido aos painéis exagerados, o que acaba dificultando alguns movimentos básicos, como por exemplo, dar uma simples ré.É claro que isso não chega a ser um defeito, visto que você ainda pode mudar de perspectiva quando quiser através do touchpad. No entanto, para se dar bem com a dirigibilidade em primeira pessoa, é preciso se dedicar por um tempo no volante.O modo em primeira pessoa oferece uma imersão surpreendente. Seja em uma bicicleta ou em um avião, a sensação de velocidade é intensificada pelos ruídos Logo nos primeiros passeios de Franklin pela cidade, é possível desfrutar de uma qualidade gráfica nitidamente superior. O game já era bonito no PS3 e Xbox 360 , mas agora está muito mais convincente, com texturas bem trabalhadas e efeitos de iluminação repaginados.A versão “next-gen” de GTA 5 roda em 1080p e 30 quadros por segundo nativamente. Ainda que hajam quedas ocasionais na taxa de frames, Los Santos está muito mais viva e, como prometido pela própria Rockstar, com um número muito maior de habitantes, veículos e animais.Digamos que pouca coisa mudou no aspecto visual dos personagens. Entretanto, os ambientes estão mais vibrantes e detalhados, o que demonstra que o game está explorando bastante o potencial da nova geração. Os aprimoramentos gráficos ficam evidentes, especialmente em áreas arborizadas, graças ao elevado número de partículas e efeitos renderizados na tela de uma só vez.Aprimoramento gráfico é um dos pontos fortes da nova versão de GTA 5 (Foto: Reprodução/Victor Teixeira)Musicalmente falando, o repertório diversificado de GTA 5 recebeu nada menos do que 100 novas músicas, divididas entre as 17 estações de rádio do game. A inédita compilação de canções deve agradar a todos, já que oferece desde hip-hop “old-school” e moderno, até hinos do rock, músicas dançantes e clássicos da década de 80.A adição de novas faixas foi um detalhe crucial para dar novos ares ao jogo. Afinal, grande parte dos jogadores até já havia decorado as playlists das versões de Xbox 360 e PS3.Incrementando o que já era perfeitoA possibilidade de transferir todos os dados do modo online das versões de Xbox 360 e PS3 incentivou o retorno de muitos jogadores. Até porque, há missões exclusivas para quem já tocava o terror em GTA Online.GTA 5 next-gen: maior, melhor e mais robusto (Foto: Reprodução/Victor Teixeira)É praticamente impossível reclamar do vasto pacote de conteúdo oferecido pelo game. Além de objetivos inéditos destinados aos três protagonistas da campanha, o modo online recebeu novas opções de customização de personagens. Diferentemente do game do ano passado, agora você é capaz de executar mais de 30 ladrões de quinta categoria no competitivo. A matança liberada.;game;Grand Theft Auto V Gta 5 Em Portugues Midia Fisica Ps4  GTA 5: confira a análise da versão HD do game para e PS4GTA 5 entra com os dois pés na nova geração. Mais bonito, mais robusto e rodando muito mais liso, a Rockstar mostrou como se faz uma verdadeira versão GTA 5, o icônico game de mundo aberto da Rockstar, está de volta. Lançado na última terça-feira (18), a insana aventura de Franklin, Michael e Trevor respira pela primeira vez o ar da nova geração de consoles. Mas, será que vale a pena revisitar Los Santos após mais de um ano de jogadores. Confira agora as nossas impressões sobre a inédita versão.Confira os códigos e cheats para GTA 5 no PS3, PS4, Xbox One, Xbox 360 e PCsGTA 5 faz bonito no PS4 e Xbox One (Foto: Divulgação)Déjà vu em primeira pessoaO primeiro ano de vida do PlayStation 4 e Xbox One foi relativamente morno. Marcado por remakes e “versões definitivas” de títulos já conhecidos, podemos listar pouquíssimos exclusivos que justifiquem o “upgrade” das plataformas.Ao longo de 2014, muitas especulações surgiram a respeito de um possível GTA 5 “next-gen”. A partir do momento em que a Rockstar confirmou a nova versão, no mesmo instante, Grand Theft Auto 5 se tornou um dos jogos mais aguardados, ao lado de Far Cry 4, Dragon Age: Inquisition, Assassin’s Creed: Unity etc.Afinal, qual é o segredo do sucesso de GTA 5? Resumidamente, o game oferece opções variadas de diversão, uma intrigante história envolvendo três protagonistas com personalidades distintas e um modo multiplayer no melhor estilo MMO para consumir a sua vida. Na nova versão, temos todos os elementos que foram citados anteriormente, mas com algumas melhorias visuais significantes, além de conteúdos exclusivos.Modo em primeira pessoa torna a experiência mais imersiva (Foto: Reprodução/Victor Teixeira)Sem sombra de dúvida, a maior novidade ficou por conta do modo em primeira pessoa, no qual é possível se aventurar por Los Santos online e offline através de uma perspectiva diferenciada.Depois de longos anos jogando GTA em terceira pessoa, finalmente temos algo impactante para experimentar. Aliás, roubar carros, invadir estabelecimentos e dirigir alucinadamente pelo vasto mundo sem ver o próprio personagem nunca foi tão divertido.A sensação de déjà vu durante a jogatina existe, mas não se torna negativa quando sentida sob a ótica inédita. Afinal, os fãs da franquia nunca imaginaram ver os minuciosos detalhes de Los Santos e Blaine County tão de perto.No geral, o modo em primeira pessoa beira a perfeição, porém exige um certo tempo de adaptação. Quando se está a pé, o tiroteio flui magistralmente e, por incrível que pareça, até melhor do que famigerados jogos FPS da atualidade – é melhor não citar nomes. A mira automática, é claro, contribui para acelerar o processo de adequação à dinâmica.Pode parecer estranho no começo, mas é tudo uma questão de adaptação (Foto: Reprodução)O difícil mesmo é conduzir os veículos com precisão logo no primeiro contato com a inédita perspectiva. Em certos automóveis, o campo de visão fica limitado devido aos painéis exagerados, o que acaba dificultando alguns movimentos básicos, como por exemplo, dar uma simples ré.É claro que isso não chega a ser um defeito, visto que você ainda pode mudar de perspectiva quando quiser através do touchpad. No entanto, para se dar bem com a dirigibilidade em primeira pessoa, é preciso se dedicar por um tempo no volante.O modo em primeira pessoa oferece uma imersão surpreendente. Seja em uma bicicleta ou em um avião, a sensação de velocidade é intensificada pelos ruídos Logo nos primeiros passeios de Franklin pela cidade, é possível desfrutar de uma qualidade gráfica nitidamente superior. O game já era bonito no PS3 e Xbox 360 , mas agora está muito mais convincente, com texturas bem trabalhadas e efeitos de iluminação repaginados.A versão “next-gen” de GTA 5 roda em 1080p e 30 quadros por segundo nativamente. Ainda que hajam quedas ocasionais na taxa de frames, Los Santos está muito mais viva e, como prometido pela própria Rockstar, com um número muito maior de habitantes, veículos e animais.Digamos que pouca coisa mudou no aspecto visual dos personagens. Entretanto, os ambientes estão mais vibrantes e detalhados, o que demonstra que o game está explorando bastante o potencial da nova geração. Os aprimoramentos gráficos ficam evidentes, especialmente em áreas arborizadas, graças ao elevado número de partículas e efeitos renderizados na tela de uma só vez.Aprimoramento gráfico é um dos pontos fortes da nova versão de GTA 5 (Foto: Reprodução/Victor Teixeira)Musicalmente falando, o repertório diversificado de GTA 5 recebeu nada menos do que 100 novas músicas, divididas entre as 17 estações de rádio do game. A inédita compilação de canções deve agradar a todos, já que oferece desde hip-hop “old-school” e moderno, até hinos do rock, músicas dançantes e clássicos da década de 80.A adição de novas faixas foi um detalhe crucial para dar novos ares ao jogo. Afinal, grande parte dos jogadores até já havia decorado as playlists das versões de Xbox 360 e PS3.Incrementando o que já era perfeitoA possibilidade de transferir todos os dados do modo online das versões de Xbox 360 e PS3 incentivou o retorno de muitos jogadores. Até porque, há missões exclusivas para quem já tocava o terror em GTA Online.GTA 5 next-gen: maior, melhor e mais robusto (Foto: Reprodução/Victor Teixeira)É praticamente impossível reclamar do vasto pacote de conteúdo oferecido pelo game. Além de objetivos inéditos destinados aos três protagonistas da campanha, o modo online recebeu novas opções de customização de personagens. Diferentemente do game do ano passado, agora você é capaz de executar mais de 30 ladrões de quinta categoria no competitivo. A matança liberada.;game;correta
 Ufc 3 Ps4 Psn Original 1 Mídia Digital Português ;;game;Ufc 3 Ps4 Psn Original 1 Mídia Digital Português;game;correta
 Evangelho De Sangue ;Produto NovoTodo mal tem uma origem. Pinhead está de volta. Por aproximadamente trinta anos o Sacerdote do Inferno – conhecido por todos nós pela sugestiva alcunha de Pinhead – tem sido um dos mais ilustres e famosos personagens do universo do terror de todos os tempos. O aclamado escritor Clive Barker, seu criador, apresenta agora o capítulo final desta saga, que teve início com Hellraiser – Renascido do Inferno. Publicado pela primeira vez no Brasil em 2015, o clássico de Barker se tornou um verdadeiro sucesso e liderou a lista dos mais vendidos da Amazon Brasil. Além disso, a edição chamou a atenção do próprio Barker que considerou-a a mais bela já feita para a sua novela. E agora não será diferente. Você vai entender tudo sobre o universo dos Cenobitas. Evangelho de Sangue reconduz os leitores ao tempo marcado por dois de seus mais icônicos personagens – Harry D’Amour e Pinhead –, que conduzem a história em uma batalha entre o bem e o mal tão antiga quanto o tempo, onde o autor conecta a mitologia de Hellraiser ao Inferno bíblico. Segundo o escritor inglês Michael Marshall Smith, “o embate entre Harry D’Amour e Pinhead é meticulosamente construído, infinitamente criativo e tem muito bom humor”. Clive Barker retorna à sua poderosa voz narrativa em grande estilo. Evangelho de Sangue é o sombrio, sangrento e brutal épico do terror, narrado pelo mestre inquestionável do gênero, e ansiosamente aguardado pelos fãs. “Eu vi o futuro do terror, seu nome é Clive Barker.” – Stephen King, ao ler Hellraiser no ano de sua publicação, em 1986.CaracterísticasAutor: Barker,ClivePeso: 0.44I.S.B.N.: 9788566636857Altura: 23Largura: 16Profundidade: 1Número de Páginas: 320Idioma: PortuguêsAcabamento: Capa duraNúmero da edição: 1Ano da edição: 2016;livro;Evangelho De Sangue  Produto NovoTodo mal tem uma origem. Pinhead está de volta. Por aproximadamente trinta anos o Sacerdote do Inferno – conhecido por todos nós pela sugestiva alcunha de Pinhead – tem sido um dos mais ilustres e famosos personagens do universo do terror de todos os tempos. O aclamado escritor Clive Barker, seu criador, apresenta agora o capítulo final desta saga, que teve início com Hellraiser – Renascido do Inferno. Publicado pela primeira vez no Brasil em 2015, o clássico de Barker se tornou um verdadeiro sucesso e liderou a lista dos mais vendidos da Amazon Brasil. Além disso, a edição chamou a atenção do próprio Barker que considerou-a a mais bela já feita para a sua novela. E agora não será diferente. Você vai entender tudo sobre o universo dos Cenobitas. Evangelho de Sangue reconduz os leitores ao tempo marcado por dois de seus mais icônicos personagens – Harry D’Amour e Pinhead –, que conduzem a história em uma batalha entre o bem e o mal tão antiga quanto o tempo, onde o autor conecta a mitologia de Hellraiser ao Inferno bíblico. Segundo o escritor inglês Michael Marshall Smith, “o embate entre Harry D’Amour e Pinhead é meticulosamente construído, infinitamente criativo e tem muito bom humor”. Clive Barker retorna à sua poderosa voz narrativa em grande estilo. Evangelho de Sangue é o sombrio, sangrento e brutal épico do terror, narrado pelo mestre inquestionável do gênero, e ansiosamente aguardado pelos fãs. “Eu vi o futuro do terror, seu nome é Clive Barker.” – Stephen King, ao ler Hellraiser no ano de sua publicação, em 1986.CaracterísticasAutor: Barker,ClivePeso: 0.44I.S.B.N.: 9788566636857Altura: 23Largura: 16Profundidade: 1Número de Páginas: 320Idioma: PortuguêsAcabamento: Capa duraNúmero da edição: 1Ano da edição: 2016;livro;correta
 Lote C/ 50 Livros Kit Diversos P/ Sebo, Biblioteca, Leitores ;"""LOTE COM 50 LIVROS USADOS""""Temas variados""Literatura BrasileiraPoesiaRomancesLiteratura EstrangeiraAuto-ajudaReligiãoEspíritasPedagogiaOutros...Quantidade de exemplares - Cinquenta títulos variados* Atenção - Não são enviados livros: didaticos, informática, direito, dicionário ** Não enviamos livros repetidos *Conservação - Exemplares livres de riscos, rabiscos e rasgos. Exemplares usados, em bom estado. Folhas com a cor levemente alterada. __ Texto em ótimo estado para leitura.NÃO HÁ LISTAGEM DOS LIVROS";livro;"Lote C/ 50 Livros Kit Diversos P/ Sebo, Biblioteca, Leitores  ""LOTE COM 50 LIVROS USADOS""""Temas variados""Literatura BrasileiraPoesiaRomancesLiteratura EstrangeiraAuto-ajudaReligiãoEspíritasPedagogiaOutros...Quantidade de exemplares - Cinquenta títulos variados* Atenção - Não são enviados livros: didaticos, informática, direito, dicionário ** Não enviamos livros repetidos *Conservação - Exemplares livres de riscos, rabiscos e rasgos. Exemplares usados, em bom estado. Folhas com a cor levemente alterada. __ Texto em ótimo estado para leitura.NÃO HÁ LISTAGEM DOS LIVROS";livro;correta
 O Conto Da Aia ;Produto Novo e Físico  A história de 'O conto da aia' passa-se num futuro muito próximo e tem como cenário uma república onde não existem mais jornais, revistas, livros nem filmes - tudo fora queimado. As universidades foram extintas. Também já não há advogados, porque ninguém tem direito a defesa. Os cidadãos considerados criminosos são fuzilados e pendurados mortos no muro, em praça pública, para servir de exemplo enquanto seus corpos apodrecem à vista de todos. Nesse Estado teocrático e totalitário, as mulheres são as vítimas preferenciais, anuladas por uma opressão sem precedentes. O nome dessa república é Gilead, mas já foi Estados Unidos da América. As mulheres de Gilead não têm direitos. Elas são divididas em categorias, cada qual com uma função muito específica no Estado - há as esposas, as marthas, as salvadoras etc. À pobre Offred coube a categoria de aia, o que significa pertencer ao governo e existir unicamente para procriar. Offred tem 33 anos. Antes, quando seu país ainda se chamava Estados Unidos, ela era casada e tinha uma filha. Mas o novo regime declarou adúlteros todos os segundos casamentos, assim como as uniões realizadas fora da religião oficial do Estado. Era o caso de Offred. Por isso, sua filha lhe foi tomada e doada para adoção, e ela foi tornada aia, sem nunca mais ter notícias de sua família. É uma realidade terrível, mas o ser humano é capaz de se adaptar a tudo. Com esta história, Margaret Atwood leva o leitor a refletir sobre liberdade, direitos civis, poder, a fragilidade do mundo tal qual o conhecemos, o futuro e, principalmente, o presente.CaracterísticasTipo de Produto: LivroMedidas (cm): 21.00 x 14.00 x 0.20 cmIdiomas: PortuguêsAno: 2017Autor: Margaret AtwoodISBN: 8532520669Editora: RoccoEdição: 2ª Ed.Encadernação: BrochuraNº de Páginas: 368Mais Informações: Assunto: Contos e Crônicas, Origem: Nacional, Código de Barras: 9788532520661;livro;O Conto Da Aia  Produto Novo e Físico  A história de 'O conto da aia' passa-se num futuro muito próximo e tem como cenário uma república onde não existem mais jornais, revistas, livros nem filmes - tudo fora queimado. As universidades foram extintas. Também já não há advogados, porque ninguém tem direito a defesa. Os cidadãos considerados criminosos são fuzilados e pendurados mortos no muro, em praça pública, para servir de exemplo enquanto seus corpos apodrecem à vista de todos. Nesse Estado teocrático e totalitário, as mulheres são as vítimas preferenciais, anuladas por uma opressão sem precedentes. O nome dessa república é Gilead, mas já foi Estados Unidos da América. As mulheres de Gilead não têm direitos. Elas são divididas em categorias, cada qual com uma função muito específica no Estado - há as esposas, as marthas, as salvadoras etc. À pobre Offred coube a categoria de aia, o que significa pertencer ao governo e existir unicamente para procriar. Offred tem 33 anos. Antes, quando seu país ainda se chamava Estados Unidos, ela era casada e tinha uma filha. Mas o novo regime declarou adúlteros todos os segundos casamentos, assim como as uniões realizadas fora da religião oficial do Estado. Era o caso de Offred. Por isso, sua filha lhe foi tomada e doada para adoção, e ela foi tornada aia, sem nunca mais ter notícias de sua família. É uma realidade terrível, mas o ser humano é capaz de se adaptar a tudo. Com esta história, Margaret Atwood leva o leitor a refletir sobre liberdade, direitos civis, poder, a fragilidade do mundo tal qual o conhecemos, o futuro e, principalmente, o presente.CaracterísticasTipo de Produto: LivroMedidas (cm): 21.00 x 14.00 x 0.20 cmIdiomas: PortuguêsAno: 2017Autor: Margaret AtwoodISBN: 8532520669Editora: RoccoEdição: 2ª Ed.Encadernação: BrochuraNº de Páginas: 368Mais Informações: Assunto: Contos e Crônicas, Origem: Nacional, Código de Barras: 9788532520661;livro;correta
